first_name,last_name,birth_date,from_date,to_date,title
Amabile,Crelier,1965-01-05,1998-06-16,1999-01-14,Staff
Margareta,Polajnar,1965-01-03,1989-02-24,1996-07-01,Staff
Teiji,Marrakchi,1965-01-27,1986-08-26,9999-01-01,Senior Engineer
Haldun,Erie,1965-01-22,1999-01-01,9999-01-01,Senior Engineer
Taegyun,Vieri,1965-01-23,1988-06-17,1989-03-03,Senior Engineer
Sven,Hinsberger,1965-01-02,1992-07-24,1994-07-26,Senior Engineer
Kwangyoen,Peck,1965-01-26,1994-01-16,9999-01-01,Engineer
Jayson,Zockler,1965-01-23,1999-11-06,9999-01-01,Staff
Jouni,Conia,1965-01-03,1994-10-31,9999-01-01,Senior Staff
Shaowei,Back,1965-01-02,1996-07-30,1998-12-21,Senior Staff
Shaunak,Brizzi,1965-01-29,1988-09-02,9999-01-01,Assistant Engineer
Aral,Hebden,1965-01-16,1991-09-10,9999-01-01,Senior Staff
Duke,Journel,1965-01-26,1991-10-26,9999-01-01,Senior Staff
Phillip,Munch,1965-01-16,1991-09-02,1998-04-01,Technique Leader
Rosita,Pokrovskii,1965-01-10,1996-08-03,9999-01-01,Senior Staff
Hausi,Kamber,1965-01-22,1988-02-16,9999-01-01,Engineer
Marek,Mitchem,1965-01-22,1992-11-20,9999-01-01,Senior Engineer
Sham,Kavanagh,1965-01-03,1997-12-18,9999-01-01,Assistant Engineer
Dung,Tanemo,1965-01-24,1990-01-28,9999-01-01,Senior Staff
Manton,Lueh,1965-01-05,1989-04-07,9999-01-01,Senior Staff
Perry,Cooman,1965-01-05,1987-04-23,9999-01-01,Senior Staff
Herbert,Hammerschmidt,1965-01-26,1996-08-22,9999-01-01,Engineer
Phule,Ruemmler,1965-01-16,1990-08-09,9999-01-01,Engineer
Gladys,Parhami,1965-01-14,1996-07-20,9999-01-01,Senior Staff
Keiichiro,Armand,1965-01-01,1986-12-14,9999-01-01,Assistant Engineer
Rafael,Menhoudj,1965-01-30,1997-04-27,9999-01-01,Senior Engineer
Munehiro,Iwayama,1965-01-18,1986-12-16,9999-01-01,Engineer
Yoshimitsu,Litvinov,1965-01-27,1997-11-22,9999-01-01,Senior Staff
Mahmut,Bolotov,1965-01-29,1995-01-10,1997-02-21,Engineer
Yefim,Bernardeschi,1965-01-11,1996-06-26,9999-01-01,Senior Staff
Geoffrey,Siochi,1965-01-05,1998-12-27,9999-01-01,Senior Engineer
Yagil,Remmers,1965-01-18,1994-11-01,9999-01-01,Senior Staff
Jaber,Feldmann,1965-01-09,1997-05-23,1998-08-05,Engineer
Matt,Ruemmler,1965-01-01,1993-10-14,9999-01-01,Engineer
Tonny,Kropf,1965-01-06,1986-07-30,9999-01-01,Engineer
Zhigen,Raney,1965-01-22,1993-05-26,9999-01-01,Senior Staff
Uno,Jayawardene,1965-01-20,1987-11-02,9999-01-01,Senior Staff
Jaewon,Mansanne,1965-01-18,1999-05-22,2000-04-29,Engineer
Ekawit,Schaft,1965-01-05,1990-05-20,9999-01-01,Senior Staff
Francoise,Hegner,1965-01-24,1997-12-23,9999-01-01,Senior Staff
Leah,Luke,1965-01-29,1995-08-23,1995-09-27,Assistant Engineer
Denis,Narlikar,1965-01-05,1991-07-01,9999-01-01,Senior Staff
Changho,Gaughan,1965-01-10,1987-06-21,1991-07-13,Engineer
Kensyu,Tsunoo,1965-01-30,1999-12-05,9999-01-01,Engineer
Breannda,Maquelin,1965-01-22,1996-04-12,9999-01-01,Senior Staff
Georgy,Bennis,1965-01-25,1998-04-11,9999-01-01,Engineer
Irena,Baalen,1965-01-20,1999-11-22,2001-02-10,Staff
Jiong,Zultner,1965-01-27,1993-03-10,9999-01-01,Senior Engineer
Mihalis,Remmers,1965-01-16,1990-03-01,9999-01-01,Senior Staff
Nimmagadda,Baja,1965-01-23,1994-02-09,9999-01-01,Senior Staff
Wuxu,Garigliano,1965-01-12,1990-09-21,9999-01-01,Senior Staff
Kendra,Junet,1965-01-18,1992-11-12,9999-01-01,Senior Staff
Bogdan,Pepe,1965-01-17,1995-02-15,1998-11-06,Engineer
Matk,Chorvat,1965-01-14,1999-12-04,9999-01-01,Senior Staff
Kersti,Miculan,1965-01-01,1992-06-09,9999-01-01,Senior Staff
Satoru,Janetzko,1965-01-28,1997-07-26,9999-01-01,Assistant Engineer
Kazunori,Orlowska,1965-01-18,1996-06-18,2000-10-26,Staff
Lalit,Lindqvist,1965-01-01,1998-11-07,9999-01-01,Engineer
Luise,Vigier,1965-01-27,1994-07-01,9999-01-01,Engineer
Zita,Reistad,1965-01-01,1998-07-23,9999-01-01,Senior Engineer
Younwoo,Samarati,1965-01-19,2002-05-18,9999-01-01,Senior Engineer
Kwangsub,Keirsey,1965-01-06,1992-02-04,9999-01-01,Senior Engineer
Panayotis,Hempstead,1965-01-14,1994-08-29,9999-01-01,Senior Engineer
Gill,Varman,1965-01-16,1988-06-18,9999-01-01,Senior Staff
Saniya,Broomell,1965-01-19,1992-08-04,1997-09-02,Staff
Charmane,Pargas,1965-01-21,1988-07-29,1992-08-03,Engineer
Gadiel,Perly,1965-01-01,1986-10-20,9999-01-01,Senior Staff
Valeska,Cools,1965-01-10,1993-12-16,9999-01-01,Senior Staff
Udo,Ratnakar,1965-01-11,1999-11-30,9999-01-01,Staff
Heekeun,Verhaegen,1965-01-16,1991-09-28,9999-01-01,Senior Engineer
Sanjoy,Porenta,1965-01-30,1997-07-10,9999-01-01,Engineer
Goetz,McAffer,1965-01-26,1988-02-05,9999-01-01,Engineer
Hironoby,Jakobus,1965-01-23,1991-07-30,9999-01-01,Senior Staff
Muzhong,Berztiss,1965-01-31,1995-01-23,9999-01-01,Senior Staff
Sachem,Msuda,1965-01-31,1995-04-07,9999-01-01,Engineer
Shaleah,Pileggi,1965-01-28,1999-02-10,1999-10-30,Engineer
Leni,Kropatsch,1965-01-14,1997-07-17,9999-01-01,Senior Engineer
Morrie,Iisaku,1965-01-16,1991-05-06,9999-01-01,Senior Staff
Phule,Dahlbom,1965-01-10,1989-02-06,9999-01-01,Engineer
Masasuke,Koprowski,1965-01-10,1996-11-20,9999-01-01,Staff
Bezalel,Himler,1965-01-23,1999-07-09,2002-06-12,Staff
Yongmao,Pouyioutas,1965-01-04,1989-08-24,9999-01-01,Senior Staff
Geoffrey,Panienski,1965-01-01,1988-11-28,1998-06-07,Engineer
Pranjal,Reinhard,1965-01-07,1995-05-08,9999-01-01,Staff
Giordano,Maquelin,1965-01-03,1999-12-31,9999-01-01,Senior Engineer
Danco,Debuse,1965-01-30,1993-09-10,9999-01-01,Senior Staff
Oldrich,Adachi,1965-01-23,1998-08-09,9999-01-01,Engineer
Sanjiv,Bressoud,1965-01-02,1993-04-27,9999-01-01,Engineer
Fayez,Keohane,1965-01-06,1990-09-19,9999-01-01,Senior Staff
Paris,Lieblein,1965-01-30,1999-05-19,9999-01-01,Engineer
Reinhard,Erde,1965-01-21,1992-12-04,1996-03-13,Engineer
Gritta,Petereit,1965-01-02,1985-04-06,1994-09-05,Senior Engineer
Shuho,Laurillard,1965-01-29,1999-10-06,9999-01-01,Technique Leader
Caolyn,Marciano,1965-01-19,1999-06-06,9999-01-01,Senior Engineer
Naraig,Docker,1965-01-30,1997-05-17,9999-01-01,Staff
Geraldo,Gerteisen,1965-01-17,1987-06-05,9999-01-01,Senior Staff
Florian,Pezzoli,1965-01-09,1988-07-22,9999-01-01,Senior Staff
Sanjay,Ciolek,1965-01-16,1989-12-13,9999-01-01,Senior Staff
Arumugam,Pelc,1965-01-09,1999-11-13,9999-01-01,Senior Engineer
Nechama,Kandlur,1965-01-13,1995-01-16,9999-01-01,Engineer
Urs,Rande,1965-01-12,1990-01-25,1991-03-01,Staff
Padma,Delgrange,1965-01-29,1999-08-27,9999-01-01,Senior Staff
Danae,Honglei,1965-01-11,1998-09-14,9999-01-01,Engineer
Baoqiu,Kakkar,1965-01-14,1999-08-30,9999-01-01,Engineer
